Score,Genres,Name,Description,Image_url
5.46,"['ハーレム', '歴史', 'ロマンス', 'ファンタジー', '少女']",オズマフィア,The anime will feature an original story from the game on which it is based.,https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG_82uRzLGH4vY7-K3HUQiKkqQt_bAO5vfdBDEnW3gP6gmo0ZMFbPXfSzr2u6XzRZIowQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K25xMWi5j9QXNmxJyweU90QBRUpvz8L8ouwqxtba4I2eUhNQNymS2qJACITNZiuzMLFt-mZ3UK9iKDbq4Uws2DQ/key-v.jpg
7.62,"['SF', 'ドラマ', 'ロマンス', '学園', '少女']",orange（オレンジ）,"Naho Takamiya's first day of her sophomore year of high school is off to an uneasy start. After waking up late, she receives a strange letter addressed to her. However, the letter is from herself—10 years in the future! At first, Naho is skeptical of the note; yet, after witnessing several events described to take place, she realizes the letter really is from her 26-year-old self. The note details that Naho's future life is filled with regrets, and she hopes that her younger self can correct the mistakes that were made in the past. The letter also warns her to keep a close eye on the new transfer student, Kakeru Naruse. Naho must be especially careful in making decisions involving him, as Kakeru is not around in the future. With the letter as her guide, Naho now has the power to protect Kakeru before she comes to regret it once more.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG7Bt91yqsdZ0KouX7CwFWpzLrMvW6Zpk23_YlDmL-dzvIO6AaY-SRet_9A19PFTuyxwjBj2X4VoD-B4MoVJn6oea2ACUZbJGUdftL3TmQmyH1kVnxjK6doQ-N6hBPlPSjiwBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199LY4dXbxHix_ATY4JJaeBtFbgPSMdzIcCEqTPeGnvoUhL3ISnZ4LiNnw1FlW_v0H_S7khKJWYkh_yVVoEDE0AaG/5d6375e170050_1d339e1bc32ff43930710bf6dc6ccc70.jpg
6.48,"['ゲーム', '子供']",パズドラクロス,"Dorogoza Island is rich in ""Drop Energy"" that players can use on friendly monsters. Once strong enough, they can face enemies in puzzle wars. Winners reap rewards, but what happens to the losers? Only the brave can take on these monstrous challenges! (Source: FUNimation)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqGxuQACxqi0fkbGNWy3I1FNXyk9V4J1ZttW4CvIBHFL7NzT7bjGYWsT5Dj7H51KBH1TMwqx4j6JcYDIcqw_MaPg6u29AZ03Swm8z4wLRNpxe4DZhyb9nH9M4Fkte9iWk5hX6t2ZL4kOR3t36OnM_zc13uBn2PpQ4qXjl79PM6SkpcBTo_mc2fAPl_UQ8lKN-2NQk8j3kG8kzB888nMzD4N0-X15VKb8myZ51iWn_dqKSV9YDOB6c2a-Hqv-4fKc71sg==/maxresdefault.jpg
7.53,"['コメディ', '日常', '青年']",甘々と稲妻,"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. Frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, Kouhei takes up an offer from his student, Kotori Iida, to come have dinner at her family's restaurant. But on their very first visit, the father and daughter discover that the restaurant is often closed due to Kotori's mother being away for work and that Kotori often eats alone. After much pleading from his pupil, Kouhei decides to continue to go to the restaurant with Tsumugi to cook and share delicious homemade food with Kotori. Amaama to Inazuma follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG7Bt91yqsdZ0KouX7CwFWpzLrMvW6Zpk23_YlDmL-dzvbaLY2dqXQqGu3QBYIL6OhLFj2quaXA6i_FY0i3axpXE8ZEA6ufLpbDgoUpZut2N_JiR8rE-lOFfHFj7juju6QywBw-SQo6YlDkzg7nnPxwFKs4hvviELvfkA9NDByHnvucgZe8vldveQF3fTpm0k3wh0-Dzj0s7ml8yFEGE199LzlElbots46YApxZ4ud8kjeASGto6Ex-NWfTB8zV4J7X5AydnbkmXIoniyoIiM2G1JUFKNBCCrgHkDZ0r5fLXc/5d53bf0949946_89292ff85051dd59bf6e93a05b28c194.jpg
7.6,"['アクション', '音楽', 'SF']",戦姫絶唱シンフォギアAXZ〈アクシズ〉,"Hibiki Tachibana has defeated many powerful enemies, saved countless innocent lives, and escaped from numerous desperate situations, but she is currently finding herself unable to escape from her most desperate situation yet—summer homework! Although her high school life is relatively unremarkable, her career as a member of the military organization S.O.N.G. is anything but. Using powerful, ancient armor known as Symphogear, Hibiki and her teammates work with the United Nations to deal with international disputes and disasters. During a mission briefing at headquarters, Hibiki is made aware of a mysterious organization known as the Bavarian Illuminati, who has been responsible for several major disasters in the past and currently operate in the war-torn country Val Verde. Together, Hibiki and her team infiltrate one of the Bavarian Illuminati's manufacturing plants and free hundreds of slaves. Exposed, alchemists Saint-Germain, Cagliostro, and Prelati reveal themselves as the organization's top brass, and—using alchemical powers—declare a global revolution while sacrificing thousands of lives. Faced with yet another threat to the world's survival, Hibiki and her allies must confront the Bavarian Illuminati in their most difficult and destructive battle yet.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG9FQmCJ8CDtFA4IE4eAsnKMzq19-vchNe6GyK_t-YJ6SUujxTPTcYykCDW1H4nwtGyOeXvGBVKTypJP3OChctqz3P6E01KsJsP1qaObeWa825hfZwQWJRTCKXiSxJsu44WhOPlvbjxAe-g_GQ_t4p8zsa2BubRRuZFTAByVzVZA4FFI0H60s9xKE4wh50HOVS8tPNbmWvJQ7sHXMt70TEoaWr7YRNHHhw_r7WPk9EKLyX-o5KI8xZlxxaJM3TIcqd0obFTIfQNdPiSDeV4ttjQcMgUnsHEGj_ELc8r7VUilk/001_size6.jpg
8.21,"['アクション', '音楽', 'SF']",戦姫絶唱シンフォギアXV,"Humanity is finally confronted with the threat of the Custodians—the ancient, sentient species held responsible for cursing humanity to speak different languages thousands of years ago. The Symphogear wielders—Hibiki Tachibana, Tsubasa Kazanari, Chris Yukine, Maria Cadenzavna Eve, Kirika Akatsuki, and Shirabe Tsukuyomi—are sent to the Antarctic in order to retrieve an ancient relic. After securing it and rescuing the scientific staff present there from a Coffin, the automated defense mechanism protecting it, the relic is given to American researchers due to international agreements. The criminal organization Noble Red, a remnant of the previously fought Bavarian Illuminati, starts targeting the relic. Will the Symphogear wielders and their supporting organization S.O.N.G. be able to foil the plans of the organizations conspiring against them?",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKMhRtbBW9-PAGcssQno8qS-3fVEek0jWrzS3bDk6clY0Q_ArqE3bEvKmAMPga2b8NSeYfSbuq8r2qtxNwVGHr6YwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2yzDq-JOB-xB1B61byTFSXJIX6GjrN4G7XEpD0bSDai1sJQaZ2jWvLqFgA2pK7uHa-v_28rcqnJEMu4p25A3sm/22856_1_9_8b.png
5.72,"['日常', 'スポーツ', 'ドラマ']",バッテリー,"only 12 years old, Takumi Harada is already hailed as a prodigious baseball pitcher. But when his family moves to the backwater town of Nitta, Takumi has no choice but to join his new school's unskilled baseball team. This development has little effect on the boy, as he believes it is more interesting if this no-name club becomes a powerhouse due to his presence. However, due to his overwhelming talent, Takumi is in need of a catcher able to keep up with his pitches. His worries are soon put to rest after meeting Gou Nagakura. As his fan and fellow student, Gou is eager to prove that he is not a simple braggart, but rather a player skillful enough to catch Takumi's pitches. Amid struggling to form a ""battery"" with Gou, Takumi comes into conflict with his new teammates due to his irreverent personality but grapples to find the true joy of the sport under his grandfather's guidance.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8dup2NFyHN8ODD65wjpyxaaHXJ4wrbrVQLtkDO-9L3oQpykR0PYMExHOEm35f-zDG7toyZtFF0pV6xELviKJ3kYHep8hV3X-vVMvgW3w2OW8KPQS1x-W_Yi7wz8EsXO1M8lBV97Sf9hWzkUrnw0QBahcC1KAZX6XJPpTppXY__GDP0A9T_qO2D4BVI35_Ljsdn5-tijhvRY18nvB4dPicbNSigBWJpYlwku2ySbHUs748k6sJlx7gLUyDdCG1IzbQZ0F6sBGpr02g0WUqnAHw8U0EG80NKeHGlpMmkhC6Pe/OUXxaGG6mmIJlSGey8Hu1kabzyiTiVIrsZw4mQtt.jpeg
5.99,"['アクション', 'SF', 'ロボット']",レガリア The Three Sacred Stars,"In the country of Rimguard, a mysterious event shook the country and its people just 12 years prior. As time passed, memory of the incident began to fade while peace reigned over the land. Sisters Yui and Rena live a quiet life in the Enastria Empire until a large mecha suddenly attacks their peaceful home, changing everything. The girls become caught in a vortex of destiny and godly revival. (Source: FUNimation)",https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgEpXdg_DzSybK3eiCzG4bjc2DuaJp0eY_RwocVZ7lajfA0hePamoT7tZnz5Lt40PrPpus43yUk384p0ZspYw_U414mB9MmfoBhc60JHBGZeX7-VlKlAAafPFrAbKazSrbR6Hll4SCJcE7Y1UdF1ESWhJtGA7B0-1gpplsJFnT6-TwMlsUqrB3cwuhK1-NR_yhL6qv0GrJp6qFZgrRm96IcjgMHnYyZUT23SErXuJanrQY/mainimg.jpg
7.84,"['アクション', 'ドラマ', '歴史']",91Days,"s a child living in the town of Lawless, Angelo Lagusa has witnessed a tragedy: his parents and younger brother have been mercilessly slaughtered by the Vanetti mafia family. Losing everything he holds dear, he leaves both his name and hometown behind, adopting the new identity of Avilio Bruno. Seven years later, Avilio finally has his chance for revenge when he receives a mysterious letter prompting him to return to Lawless. Obliging, he soon encounters the Vanetti don's son, Nero, and seeks to befriend him using the skills he has quietly honed for years. Set during the Prohibition era, 91 Days tells the story of Avilio's dark, bloodstained path to vengeance, as he slowly ends each of the men involved in the killing of his family.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKtOYl9BmwoUA8PWSXadMNRAYTe4qRp2zwMxXKU49J7doL82MDFfEV1Gbg9FDYZ26-5w-S-5IVnVU_-NmvATlp7MEyg9gb4dQ1FkXXHwIPMazL4iPwKtiRCmnmkHb-WF5ogf9Bhl5x1NXYHJRHgdZJznyxm_lgLLeR89c4ZpVBhN3JI4Awm5Y2iqpcJLr_6WFaN01I2DONS2UdV7EVloDtA7VGVKVV_0X-a9DtwbWsI9DzvlmiK42dl9ZDmPdicrl5/21350_1_d2.jpg
6.35,"['ドラマ', 'SF']",ISLAND,"On a remote island far from the mainland named Urashima, a man washes ashore, with no recollection of his name or homeland. What he does recall, however, is that he is a time traveler with a mission: to save a certain girl from harm. As nightfall arrives, he meets Rinne Ohara, a girl who sings a tune that reminds him of a specific name—Setsuna—and decides to use it as his own. Knowing another ""Setsuna"" herself, Rinne takes him to her household as a servant, hoping that he is the same one she remembers. On the other hand, Setsuna continues to learn more about Urashima, desiring to identify his lost past. He comes to know about the island's folklore, its three great families, and the endemic disease that prevents anyone afflicted from stepping out into the daylight. As the mysteries of his missing memories and Urashima itself unfold, Setsuna must remember his purpose and fulfill his mission as soon as possible. But, as he witnesses the myriad of troubles plaguing the island, Setsuna begins to question—is his temporal displacement merely an effort to change a single girl's fate?",https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgElM-FhGJoKgOzNPp1LO3CN5YbzY89B49LspbPSAWerwS5b9UG-chcGcHJnagxcbw3ba9AaggKIpaRr85sTWCDD2j-lsXx8p75vzYVv5vbRmOm6zjfJSTfzinRmyljD9TjXiYH0yZ-gGFzrQkcEZl5fv5WUqUABp88WsBsprNKttHoeWXhIIlwTtjVR0XURJaErCeNyKnJtiIPgdqjaSB189sTVlGe8SMwGxRUV0uopNuyKC1d1193uukbKRU0wcY0HcPmXJlF7aUBmTb0VSr_OY=/thumb_pc.jpg
6.73,"['アクション', '歴史', 'サムライ', 'ファンタジー']",活撃／刀剣乱舞,"In 1863, Izuminokami Kanesada and his partner, Horikawa Kunihiro, arrive in the streets of Edo from the future to investigate their master's reports of an upcoming enemy invasion. As humanoid manifestations of the famous Toshizou Hijikata's swords, they have been tasked with protecting history from the Retrograde Army that seeks to alter it. Soon enlisting the help of other sword warriors, they continuously battle the mysterious army throughout the Bakumatsu period. However, their journey will not be an easy one. Fraught with blood and betrayal in the chaotic era closest to their hearts, the duo will be forced to make difficult decisions with everything they care about on the line.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKtOYl9BmwoUA8PWSXadMNRIKcB_QOwrMNaNIymt4WIymbQ0Jo4eLZ_33rxEy6acFg3qGGjFbZC7xHR1NQZiru8YwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K0imYpVZv9NUGrZ5Mhhdo-X6UlKgTzK-xvaRz2KsGJ_eAlNeMeHqBI09iQhYPNUgUrjVb0zbDp8XPZFOv7H7d08/21631_1_9_8b.png
7.49,"['アクション', 'ミステリー', 'ホラー', '心理戦', '学園']",ダンガンロンパ3 -The End of 希望ヶ峰学園- 絶望編,"Hope's Peak Academy's unconventional class 77-B is about to have an even more eccentric addition: Chisa Yukizome, an alumna with the title of Super High School-Level Housekeeper—and their new homeroom teacher. Cheerful, passionate, and capable, Chisa immediately sets about correcting the students' problematic behavior and strengthening their relationships. It may not be easy dealing with diverse pupils ranging from princesses and nurses to yakuza and impossibly lucky students, but anything is possible with the power of hope. Meanwhile, Hajime Hinata, an unremarkable boy from the school's Reserve Course, longs for a talent. One day, he has an unexpected meeting with class 77-B's Super High School-Level Gamer Chiaki Nanami, who presents to him a new, hope-filled outlook on life. However, unbeknownst to him, the school's upper echelon is about to execute a sinister project centered around Hajime that will bring Hope's Peak—and the rest of the world—to its knees. Zetsubou-hen chronicles the daily lives carried out at the talent-cultivating academy, and the darkness that lurks beneath. As despair slowly infects hope, plans are put into motion to start the Biggest, Most Awful, Most Tragic Event in Human History, and the end begins.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG499IPlbCAXYRrnXC34b6-YQIDJFDmCADio_gg5m-WYr9RxveRTCQBWTnue0EbUy-C-tDIeb0xqqYD_5ApikRli24sutBezbnRF4zwf0HrZ4Ki_AIHoAZEvUEJPuTLte1ha391Z3Ru4AAujVu83QWAzWU6deh-4jHw89R5_hUI4OfmsetkADDq8w_BS7lkL33U6i0CjT5LpuaFSZF6Ii6derYZIzWQ4MWKiMnl_UrlUVi0mOvjWJGlp7OZQHL6Fpb1stGu95c1MKguoo8ALQIEsPZ0EQUgdCv3yrelj3uLugBEDeX75dgFHZjDnygtV0NKb9_kEQoSJuHbfyK5Jf5XijwsoXoCNNEU8QlWiBt2EO_ibG5RliaWqDzeUJS8HMa3dlOHFBVJJfe581DtetMro_0FF0Zvoxji8XQdhNl6aqvsFKBNufFNOh3G4_g-LDsxXlDZWaY243bBHrYU88lAnvvTTht42Cmu8Dt292SoYSB0r97g9tQOxpLJASXvs4IQ==/E38380E383B3E382ACE383B3E383ADE383B3E38391E7B5B6E69C9BE7B7A8-1024x561.jpg
6.95,['音楽'],ツキウタ。 THE ANIMATION,"In the anime series, the members of Six Gravity and Procellarum are all living in the same dorm building. Hajime Mutsuki and Haru Yayoi, the oldest members of Six Gravity, are first year university students. Each episode of the series will feature a different main character. (Source: MAL News)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG1pN_RtksyQpPfp6fjlVYmAs53zPT6ZInXMl2L50CQTmaWg32KtP_igo7M47bBuvKVJRhVew5sq8s8ZA5Yg347MyZnNEdiOtYSGUogUc1FfvMro5GnM9_s4WkPjSf8zf7MtHIBNcBJSWnjXMENmNoOR6QSI6qF7o4mDWFM5yinYso69YHrwm_T_KD41BwfAgyLjKYqkPajKyjhygAJ6_FjfKJslHYFWVTWVzFxiWW9TR8o6zQcPYl1uIAxkvjQDVUg==/kv-02.png
6.63,"['音楽', '少女']",B-PROJECT～鼓動＊アンビシャス～,"The anime's story follows Tsubasa, a new hire in the A&R department of the major recording company Gandala Music. Tsubasa is immediately assigned to oversee the idol unit ""B-PROJECT,"" which is made up of three idol groups: Kitakore, THRIVE, and MooNs. This is Tsubasa's first job, and she gets involved in various incidents and accidents as she deals with this group of young men who each have their own differing personalities. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKtOYl9BmwoUA8PWSXadMNRIyBdaacVeFnFOjy_WaiRkObeTg7xEUgpH3ZFH8XsH_9-KoIYNaMxHELVldjix1k933_PVemAkynI22LNT-PEOuAQoZS0yY8OiztkD6wFCZDpp4QeLJJv_8FCsuGuzwPF6DwLtWor8vl9ORLFPI_f3hDyTrnjHtN07CGb76i8W4mSXX_aXeR4S92LyaMz9QYgPNISW7xBWd2o2GaIC3QQd4F87ZStGhDSqwA-i-44ExCg2TUWon14TQrPwboFlQOaA==/21001010_1_2.png
5.27,"['SF', 'アドベンチャー', 'ハーレム', 'ロマンス']",スカーレッドライダーゼクス,"The Blue World, which symbolizes reason, is under constant attack by the creatures called the Nightfly O'Note originating from the Red World, symbolizing instinct. Akira Asagi, the 17-year-old protagonist who is a researcher at Blue World, is nominated to lead the war at Ryuukyuu LAG, a proud defense facility on the islands of Ishigaki and Iriomote. She meets the sixth combat unit ""IS,"" which was formed four years after a fierce battle that annihilated the fifth unit. Akari must lead these six riders, also called the Scared Rider Xechs, to fight against the other world while at the same time deepening the relationship among them. (Source: MAL News)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKtOYl9BmwoUA8PWSXadMNRJ94aoBuqY0QG9qOnCCQ_hibQ0Jo4eLZ_33rxEy6acFgOsLcz2brGo36pgjfQhBnWYwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K11Mv3zhFy6FsKM_kQI6AORrJ3F3qCHOUKhEVZGfk0VtL7xzbgJcMVHfCLyxfUpzIuBIq8MXQ-qX3TqVB-grPEs/21013_1_9_8b.png
5.84,"['アクション', 'SF', '学園']",バトルガール ハイスクール,"Based on COLOPL's school action role-playing game. Set in the year 2045. The world has been contaminated by Irousu (mysterious invaders who suddenly appeared), and humans find themselves restricted and contained. Standing boldly against these invaders are ordinary girls everywhere, without a powerful army or even weapons. The Shinjugamine Girls Academy is a school for these ""Hoshimori"" (Star Guardians) destined to fight the Irousu. The player is assigned to this academy to train the girls and take back the contaminated Earth. And so, once again, the chimes echo through the sun-strewn schoolyard to mark the beginning of classes today... (Source: ANN, edited)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG0oiZ49DMfve8lZQJmq46ZG_nq31x79muhr_k_wTM6cYgt5Ddm7Zn3lw8E5G1SRWnl1iVG058TTgL8i4NUaEbxT5KNpaCat4sJGrfVz_yQHDXkAiQXm5-tq80nFwRNJdVDJmc0R2I61hIZSiBRzUV-8yujkacz3-zhaQ-NJ_zN_sy0cgE1wElJaeNcwQ2Y2g5KB0CniSM6JG3NP61bgSwiZ0p8sLNwYfSQZFJ-zDSHJZzvEy6k5CtiPYTKMAqaaS4KeRTqyP5-pQhpm5MoZ76yfyjrNBw9iXW4gDGS-NANVS/h1_02_0710.jpg
6.55,"['日常', 'コメディ', '学園', '少女']",腐男子高校生活,"ou Sakaguchi is a totally normal high school student, aside from his single unusual hobby. Sakaguchi is a fudanshi—a man who loves reading ""boys' love"" manga, and fantasizing about the gay potential he sees everywhere. He has only one wish before he dies: to find himself some friends that understand his secret passion. His wish comes true, as Sakaguchi begins to uncover a host of interested parties. There's Rumi Nishihara, a closeted fujoshi who is more than eager to discuss the joys of boys' love with Sakaguchi; the flamboyantly gay leader of the school's cooking club, Yuujirou Shiratori, who makes no effort whatsoever to conceal his sexuality; Akira Ueda, Shiratori's diligent admirer, who will do anything for the love of his life; and even the mischievous Daigo, a fellow fudanshi and popular author of boys' love doujinshi. Standing by their sides throughout all the otaku chaos is Sakaguchi's best friend, Toshiaki Nakamura, who only wishes his classmates would start acting more like normal people.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FQKsMlX39txqfSXyvgBSpEWbQ0Jo4eLZ_33rxEy6acFgZepXU76aOZlYNKYSxKq0QIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K2is0od6C3jISEd7s3XR8FnFPYOvg9Ri2yRQHKDxcbanKhYGTXXaz37WM1Gga4OCVPV14KKVck4jnGBj3TZYDTo/20978_1_9_8b.png
8.45,"['コメディ', '学園', '少年', '日常', '超能力']",斉木楠雄のΨ難,"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this couldn't be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss. Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG2ZbYGCyLpR5USnqNmgnrubG2eS9ra12f_cClqxFaU7sT1QvFWu4ZGW_Kz3t-hgZcYPrY7qEoUHdMkSKpl38aPpClT19J3vpkAMcq_AwWShSsgCLLP72TX6NIsvE-VfiCAbMr506ZR-UHRB6HUn0J5bszzCbZENTza-YgU3U-_hFhWxamlc3fUVQpg9OVjrz7RQx0V7tfujTsouQqq-Jg-IaTtnWiVFvMmePQRje8cZjJCDAfQYgrxSOlKSHSFmNH_YOhqCHOwW-tO3mSecWm_p8Y4v0D9FYKVQW2_kU2zwzxp9E8dWC2H5xVSwodd7gdA==/10006222_3_1280.jpg
5.51,['コメディ'],おなら吾郎,"Onara Gorou follows the everyday life of Gorou, the ""most admirable of farts,"" as he solves problems in ways that only a fart can. (Source: ANN)",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG9iZ0b0PHdsTzUxHzvYr2doxKOGO8QRklzv56VUW7BZ2JDS4NS401fq-21OLzwMv5c7VY9PIWxdD8ClJbhPb-T0VeUoAxh9_S9qItdNRCSypRpXI8zagw7M7s6pqkyURoD3HZ3TneLrKqz_4LidfYnmZxyufeef55LtbH7OA3LmhXAEpX-XZ0EUF7tk4cxGt3VIIyUtQ1R3lK4lRWHUb6viDDrVne0h9KLC4z8oxU2wMhXvqIaEEaudZ76Y8UXgqcLGVYBpeEwrrutbkgYOaxCQ=/85928.jpg
6.52,"['SF', 'アドベンチャー']",タイムトラベル少女～マリ・ワカと8人の科学者たち～,Time Travel Shoujo is based on a 1983 book titled Jishaku to Denki no Hatsumei Hakken Monogatari by Japanese educator Kiyonobu Itakura. It is part of the Hatsumei Hakken Monogatari Zenshuu series which describes the story of various scientific discoveries and inventions throughout history. The 1983 book focuses on discoveries related to magnetism and electricity.,https://msp.c.yimg.jp/images/v2/tpvPBYOX1wpNVI1UoNSgEqZtNtS4P7RLFy_Si2M3h27jrbMEDHy323mczOXs8JXMPdL-J7bqqW_ih1EY1P0VOKPCyhegI00RTxCVaIG3YQ7-JsblGWJpaoPN5QlLwcxrd2U4cUFUkl97nzUO160yuj_QUXRm-jGOLxdB2E2Xpqo4Y1vLMNBI-BGVOsPp5Dw-FigQAuWqaQ_WHKCyTyI4Sdjw-msmkl3ccNYcflps8wL3iR1MatqKGmko5Ctb7QHR/mariwaka-image.jpg
3.84,['魔法'],魔法少女? なりあ☆がーるず,"fter the Ice Queen brings eternal winter to the land of Nariadia, the only hope to restore balance is to gather human warriors and give them the power of Naria crystals. For this reason, Animaru has chosen the middle schoolers Urara, Inaho, and Hanabi as warriors. The girls, however, are much more focused on mocking the events happening around them and trying to earn money as idols. When the Ice Queen's familiars appear, they use the ""Ice Mirror"" to trick the girls into performing ridiculous skits. Will Urara, Inaho, and Hanabi ever step up and embrace their roles as magical girls, or will their antics prove too distracting to themselves?",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG8mSVdw4FE81Uc_ym4frqws9yfekTp_mimpm09ly6ZrKvAZowwqgCN5bHDY5kT6-FbH0uco7IgQgUAQKAlM_6PObQ0Jo4eLZ_33rxEy6acFgzQ8L-ZcAprhIcR8Ea2TfGIwQUr2uPRjssvIKp0lzNh5caPRnczZZkhb6Ym94bf9_VgYWEfpGpML-rV4VGTkkjS-v_qv4_yJesJY1YGK-6K1rBcIIgDxBkBIH0r_o9ZG7SG2_ZK_8JrWWf_5PtoyGmfiiwPwQY3f02nhB_DcPWKuDWR74KahBYFQ2fdQ4r8p8/20998_1_9_8b.png
6.78,"['アクション', '超能力', '超能力']",一人之下 THE OUTCAST,"One day, on his way to visit his grandfather's grave, Zhang Chulan is attacked by zombies in a graveyard. In the midst of that situation, he is saved by a mysterious girl, who wields kitchen knives in order to kill the enemies. The girl tells Chulan, who is relieved, to face his hardships head on and leaves. However, Chulan later sees that girl again at his university. From that moment, Zhang Chulan's destiny begins to move. There will be strangers with special powers appearing one by one, with battles involving those abilities. Each episode will bring a new mystery to light.",https://msp.c.yimg.jp/images/v2/FUTi93tXq405grZVGgDqG7Bt91yqsdZ0KouX7CwFWpxBPSq1ipbVKIzhGJDtvWB8KiHRdJV6vQJ5T6F7gc9TRymlRLbWaj2LwQ6a7WosAdEYGwyZ3EgudIqEPT6mEdeiXMcpOH3owahXb67Wu4mCRlP0hhOKE0WV02xp8COfSD8pG5KoyrMAI7gVWIkYk5LOlc7mt3ODI6AwMJ4Aoiv-l1hVdNPn8GJF1JZ-hY_3Kci04Z6EfjIP1lDsZpQ23cKSayXEYo8BaqT7V_ABp9XtagtEciMDoucu73IfQKnpJFaBSVeVskBGrYhgr6p3T8TJ9YDOB6c2a-Hqv-4fKc71sg==/1513647507_1_1_3b28f96a1fb8abe2ec8ef8e7f123f4eb.jpg
